no_                 ;order type code;Units;Order Date             ;Item category code;Brand Code
--------------------;---------------;----------------------------------------;-----------------------;------------------;----------
909669;ZT             ;                 4012.00000000000000000000;2018-06-01 00:00:00.000;A                 ;B1
909665;ZT             ;                 4012.00000000000000000000;2018-06-01 00:00:00.000;A                 ;B1
909623;ZT             ;                   .00000000000000000000;2018-06-01 00:00:00.000;A                 ;B1
909663;ZT             ;                 40.00000000000000000000;2018-06-01 00:00:00.000;A                 ;B1
909624;ZT             ;                 40.00000000000000000000;2018-06-01 00:00:00.000;A                 ;B1
909694;ZT             ;                  4.00000000000000000000;2018-06-16 00:00:00.000;A                 ;B2
909688;ZT             ;                  4.00000000000000000000;2018-06-16 00:00:00.000;A                 ;B2
909689;ZT             ;                  6.00000000000000000000;2018-06-16 00:00:00.000;A                 ;B2
949042;ZT             ;                  6.00000000000000000000;2019-02-18 00:00:00.000;A                 ;B3
949043;ZT             ;                  6.00000000000000000000;2019-02-18 00:00:00.000;A                 ;B3
949049;ZT             ;                  6.00000000000000000000;2019-02-18 00:00:00.000;A                 ;B3
949095;ZT             ;                  3.00000000000000000000;2019-02-18 00:00:00.000;A                 ;B3
949095;ZT             ;                  3.00000000000000000000;2019-02-18 00:00:00.000;A                 ;B3
932994;ZT             ;                  3.00000000000000000000;2019-02-18 00:00:00.000;A                 ;B3
949008;ZT             ;                  6.00000000000000000000;2019-02-18 00:00:00.000;A                 ;B3
949009;ZT             ;                  6.00000000000000000000;2019-02-18 00:00:00.000;A                 ;B3
949042;ZT             ;                  6.00000000000000000000;2019-02-18 00:00:00.000;A                 ;B3
949043;ZT             ;                  6.00000000000000000000;2019-02-18 00:00:00.000;A                 ;B3
994033;ZB             ;                400.00000000000000000000;2019-10-01 00:00:00.000;A                 ;B4
994092;ZB             ;                300.00000000000000000000;2019-10-01 00:00:00.000;A                 ;B4
994093;ZB             ;                400.00000000000000000000;2019-10-01 00:00:00.000;A                 ;B4
940292;ZT             ;               40000.00000000000000000000;2020-02-06 00:00:00.000;A                 ;B5
940292;ZT             ;               40000.00000000000000000000;2020-03-06 00:00:00.000;A                 ;B5
929965;ZT             ;                1200.00000000000000000000;2020-03-06 00:00:00.000;A                 ;B5
929969;ZT             ;               40406.00000000000000000000;2020-03-06 00:00:00.000;A                 ;B5
933989;ZT             ;               400540.00000000000000000000;2020-03-06 00:00:00.000;A                 ;B5
933990;ZT             ;               400540.00000000000000000000;2020-03-06 00:00:00.000;A                 ;B5
938548;ZT             ;                12120.00000000000000000000;2020-03-06 00:00:00.000;A                 ;B5
929958;ZT             ;                400.00000000000000000000;2020-04-06 00:00:00.000;A                 ;B5
933994;ZT             ;               41200.00000000000000000000;2020-04-06 00:00:00.000;A                 ;B5
933992;ZT             ;               44050.00000000000000000000;2020-04-06 00:00:00.000;A                 ;B5
990988;ZT             ;                400.00000000000000000000;2020-04-06 00:00:00.000;A                 ;B5
990989;ZT             ;                600.00000000000000000000;2020-04-06 00:00:00.000;A                 ;B5
990990;ZT             ;                400.00000000000000000000;2020-04-06 00:00:00.000;A                 ;B5
990999;ZT             ;               4400.00000000000000000000;2020-04-06 00:00:00.000;A                 ;B5
994049;ZT             ;                400.00000000000000000000;2020-04-06 00:00:00.000;A                 ;B5
940292;ZS             ;                4120.00000000000000000000;2020-02-06 00:00:00.000;A                 ;B5
933989;ZS             ;                4120.00000000000000000000;2020-03-06 00:00:00.000;A                 ;B5
990992;ZS             ;                4040.00000000000000000000;2020-03-06 00:00:00.000;A                 ;B5
929958;ZS             ;                4040.00000000000000000000;2020-04-06 00:00:00.000;A                 ;B5
339420;ZT             ;                  7.00000000000000000000;2020-01-03 00:00:00.000;B                 ;B6
949096;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949092;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949053;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932999;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
943922;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949096;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949092;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949053;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932999;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
943922;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949096;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949092;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949053;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932999;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949092;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949098;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932996;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932992;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932950;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949050;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932992;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932999;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932995;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932952;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932959;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932955;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
943922;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
943929;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949095;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949096;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949052;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949053;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932998;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932999;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932954;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
943922;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949095;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949096;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949092;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949053;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932998;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932999;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932954;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
943922;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
943929;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949099;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949095;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949096;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949052;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949053;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932998;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932954;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949092;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949098;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932996;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932950;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949098;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932996;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932992;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932950;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932959;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932956;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932952;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932963;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932965;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932925;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932984;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932988;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932989;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932994;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932998;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932999;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
938003;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
938009;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
938042;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
938029;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
938025;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
943923;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949050;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932993;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
994025;ZT             ;                  7.00000000000000000000;2020-01-03 00:00:00.000;B                 ;B6
994030;ZT             ;                  7.00000000000000000000;2020-01-03 00:00:00.000;B                 ;B6
994026;ZT             ;                 340.00000000000000000000;2020-01-03 00:00:00.000;B                 ;B6
994022;ZT             ;                 64.00000000000000000000;2020-01-03 00:00:00.000;B                 ;B6
994034;ZT             ;                 64.00000000000000000000;2020-01-03 00:00:00.000;B                 ;B6
948389;ZB             ;                  40.00000000000000000000;2019-06-29 00:00:00.000;A                 ;B7
948396;ZB             ;                  40.00000000000000000000;2019-06-29 00:00:00.000;A                 ;B7
948392;ZB             ;                  4.00000000000000000000;2019-06-29 00:00:00.000;A                 ;B7
948393;ZB             ;                  40.00000000000000000000;2019-06-29 00:00:00.000;A                 ;B7
948399;ZB             ;                  4.00000000000000000000;2019-06-29 00:00:00.000;A                 ;B7
948392;ZB             ;                  40.00000000000000000000;2019-06-29 00:00:00.000;A                 ;B7
948393;ZB             ;                  3.00000000000000000000;2019-06-29 00:00:00.000;A                 ;B7
948389;ZB             ;                  3.00000000000000000000;2019-06-29 00:00:00.000;A                 ;B7
948389;ZB             ;                  3.00000000000000000000;2019-06-29 00:00:00.000;A                 ;B7
948396;ZB             ;                  40.00000000000000000000;2019-06-29 00:00:00.000;A                 ;B7
929309;ZT             ;                744.00000000000000000000;2020-01-03 00:00:00.000;A                 ;B5
990264;ZT             ;                6400.00000000000000000000;2020-01-03 00:00:00.000;A                 ;B5
990266;ZT             ;                31212.00000000000000000000;2020-01-03 00:00:00.000;A                 ;B5
990262;ZT             ;                764.00000000000000000000;2020-01-03 00:00:00.000;A                 ;B5
990264;ZT             ;                4120.00000000000000000000;2020-02-01 00:00:00.000;A                 ;B5
990222;ZT             ;                 124.00000000000000000000;2020-02-01 00:00:00.000;A                 ;B5
935266;ZT             ;                4400.00000000000000000000;2020-01-03 00:00:00.000;A                 ;B5
386295;ZT             ;                4126.00000000000000000000;2020-02-01 00:00:00.000;A                 ;B5
990222;ZT             ;                 50.00000000000000000000;2020-02-01 00:00:00.000;A                 ;B5
929309;ZT             ;                 96.00000000000000000000;2020-01-03 00:00:00.000;A                 ;B5
386295;ZT             ;                444.00000000000000000000;2020-02-01 00:00:00.000;A                 ;B5
990260;ZT             ;                 96.00000000000000000000;2020-03-01 00:00:00.000;A                 ;B5
990264;ZT             ;                 96.00000000000000000000;2020-03-01 00:00:00.000;A                 ;B5
990268;ZT             ;                 96.00000000000000000000;2020-03-01 00:00:00.000;A                 ;B5
330284;ZB             ;               401244.00000000000000000000;2019-06-30 00:00:00.000;A                 ;B8
330282;ZB             ;               4434.00000000000000000000;2019-06-30 00:00:00.000;A                 ;B8
933925;ZT             ;                300.00000000000000000000;2020-01-02 00:00:00.000;A                 ;B5
933989;ZT             ;                400.00000000000000000000;2020-02-01 00:00:00.000;A                 ;B5
933990;ZT             ;                300.00000000000000000000;2020-02-01 00:00:00.000;A                 ;B5
994009;ZT             ;                300.00000000000000000000;2020-02-01 00:00:00.000;A                 ;B5
929969;ZT             ;                300.00000000000000000000;2020-03-01 00:00:00.000;A                 ;B5
990993;ZT             ;                4000.00000000000000000000;2020-02-01 00:00:00.000;A                 ;B5
990992;ZT             ;                4000.00000000000000000000;2020-02-01 00:00:00.000;A                 ;B5
994000;ZT             ;                400.00000000000000000000;2020-02-01 00:00:00.000;A                 ;B5
994006;ZT             ;                400.00000000000000000000;2020-02-01 00:00:00.000;A                 ;B5
932995;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932952;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932953;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932955;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932968;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932969;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932924;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932928;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932929;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932980;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932989;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932990;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932999;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932992;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
938000;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
938002;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
938044;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
938026;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
938022;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
938032;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
943923;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949050;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932993;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932995;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932952;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932953;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932955;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932968;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932969;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932924;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932928;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932929;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932980;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932989;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932990;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932999;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932996;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932992;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
938002;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
938044;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
938026;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
938022;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
938032;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
938049;ZT             ;                  3.00000000000000000000;2019-04-12 00:00:00.000;A                 ;B3
943922;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949096;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949092;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
949053;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932996;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932999;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932956;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932959;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932965;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932929;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932925;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932983;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932988;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932993;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
932998;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
938009;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
938045;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
938029;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
938034;ZT             ;                  3.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B3
939609;ZT             ;                400.00000000000000000000;2019-09-01 00:00:00.000;B                 ;B9
939605;ZT             ;                950.00000000000000000000;2019-09-01 00:00:00.000;B                 ;B9
939608;ZT             ;               4300.00000000000000000000;2019-09-01 00:00:00.000;B                 ;B9
939649;ZT             ;               404000.00000000000000000000;2019-09-01 00:00:00.000;B                 ;B9
939644;ZT             ;               4300.00000000000000000000;2019-09-01 00:00:00.000;B                 ;B9
939642;ZT             ;                 39.00000000000000000000;2019-09-01 00:00:00.000;B                 ;B9
322422;ZB             ;                 60.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B10
322422;ZB             ;                 60.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B10
390332;ZB             ;                 440.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B10
390826;ZB             ;                 40.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B10
390332;ZB             ;                 404.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B10
322422;ZB             ;                 404.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B10
326665;ZB             ;                4400.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B10
322422;ZB             ;                 404.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B10
390332;ZB             ;                 440.00000000000000000000;2019-04-16 00:00:00.000;A                 ;B10
363096;ZT             ;                  5.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B11
363255;ZT             ;                 39.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B11
994002;ZT             ;                450.00000000000000000000;2020-02-01 00:00:00.000;A                 ;B5
994040;ZT             ;                400.00000000000000000000;2020-02-01 00:00:00.000;A                 ;B5
990982;ZT             ;                400.00000000000000000000;2020-03-01 00:00:00.000;A                 ;B5
990999;ZT             ;                 60.00000000000000000000;2020-03-01 00:00:00.000;A                 ;B5
994005;ZT             ;                 120.00000000000000000000;2020-03-01 00:00:00.000;A                 ;B5
994045;ZT             ;                4000.00000000000000000000;2020-03-01 00:00:00.000;A                 ;B5
929666;ZT             ;                300.00000000000000000000;2020-01-02 00:00:00.000;K                 ;B5
929624;ZT             ;                500.00000000000000000000;2020-01-02 00:00:00.000;K                 ;B5
933533;ZT             ;                450.00000000000000000000;2020-01-02 00:00:00.000;K                 ;B5
939859;ZT             ;                450.00000000000000000000;2020-01-02 00:00:00.000;K                 ;B5
990204;ZT             ;                400.00000000000000000000;2020-01-02 00:00:00.000;K                 ;B5
990206;ZT             ;                 60.00000000000000000000;2020-01-02 00:00:00.000;K                 ;B5
990202;ZT             ;                400.00000000000000000000;2020-01-02 00:00:00.000;K                 ;B5
990244;ZT             ;                 60.00000000000000000000;2020-01-02 00:00:00.000;K                 ;B5
990223;ZT             ;                   .00000000000000000000;2020-01-02 00:00:00.000;K                 ;B5
994054;ZT             ;                400.00000000000000000000;2020-01-02 00:00:00.000;K                 ;B5
929202;ZT             ;                400.00000000000000000000;2020-02-01 00:00:00.000;K                 ;B5
929208;ZT             ;                400.00000000000000000000;2020-02-01 00:00:00.000;K                 ;B5
990695;ZT             ;                 120.00000000000000000000;2020-02-01 00:00:00.000;K                 ;B5
990699;ZT             ;                 120.00000000000000000000;2020-02-01 00:00:00.000;K                 ;B5
990243;ZT             ;                 120.00000000000000000000;2020-02-01 00:00:00.000;K                 ;B5
990248;ZT             ;                450.00000000000000000000;2020-02-01 00:00:00.000;K                 ;B5
990694;ZT             ;                 120.00000000000000000000;2020-03-01 00:00:00.000;K                 ;B5
949099;ZB             ;                  40.00000000000000000000;2019-06-31 00:00:00.000;A                 ;B3
990898;ZT             ;               4740.00000000000000000000;2020-02-03 00:00:00.000;B                 ;B6
990900;ZT             ;               4740.00000000000000000000;2020-03-02 00:00:00.000;B                 ;B6
990926;ZT             ;               4740.00000000000000000000;2020-03-03 00:00:00.000;B                 ;B6
990892;ZK             ;                300.00000000000000000000;2020-03-20 00:00:00.000;B                 ;B6
990980;ZK             ;                4120.00000000000000000000;2020-04-21 00:00:00.000;B                 ;B6
990892;ZS             ;                4120.00000000000000000000;2020-03-01 00:00:00.000;B                 ;B6
929292;ZS             ;                4000.00000000000000000000;2020-01-26 00:00:00.000;B                 ;B6
990925;ZS             ;                4000.00000000000000000000;2020-01-31 00:00:00.000;B                 ;B6
990892;ZS             ;                4000.00000000000000000000;2020-03-02 00:00:00.000;B                 ;B6
990898;ZS             ;                4000.00000000000000000000;2020-03-02 00:00:00.000;B                 ;B6
990928;ZT             ;               40400.00000000000000000000;2020-02-04 00:00:00.000;B                 ;B6
990929;ZT             ;                960.00000000000000000000;2020-02-04 00:00:00.000;B                 ;B6
990898;ZT             ;                540.00000000000000000000;2020-02-06 00:00:00.000;B                 ;B6
990929;ZT             ;                600.00000000000000000000;2020-02-26 00:00:00.000;B                 ;B6
990899;ZT             ;                360.00000000000000000000;2020-02-26 00:00:00.000;B                 ;B6
368844;ZT             ;                 40.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B6
368842;ZT             ;                 40.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B6
324604;ZT             ;                  4.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B12
324602;ZT             ;                  3.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B12
326245;ZT             ;                3412.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B11
322944;ZT             ;                  3.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B13
383903;ZT             ;                  40.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B12
389253;ZT             ;                  3.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B6
392495;ZT             ;                  6.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B6
902466;ZT             ;                 44.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B5
902482;ZT             ;                  40.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B5
902993;ZT             ;                  7.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B6
945926;ZT             ;                 1212.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B11
945585;ZT             ;                463.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B11
945593;ZT             ;                 403.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B11
945629;ZT             ;                  6.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B11
945654;ZT             ;                  4.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B12
945652;ZT             ;                  5.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B12
945996;ZT             ;                  4.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B14
945953;ZT             ;                 34.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B14
922690;ZT             ;                  40.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B5
938542;ZT             ;                 44.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B5
938548;ZT             ;                  40.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B5
938549;ZT             ;                  3.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B5
938525;ZT             ;                  6.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B10
938526;ZT             ;                  5.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B11
938528;ZT             ;                 4040.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B11
938533;ZT             ;                 34.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B11
938536;ZT             ;                 405.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B11
938599;ZT             ;                 45.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B6
939099;ZT             ;                434.00000000000000000000;2019-03-21 00:00:00.000;A                 ;B15
333292;ZT             ;                  12.00000000000000000000;2019-03-21 00:00:00.000;B                 ;B6
390909;ZT             ;                 45.00000000000000000000;2019-03-21 00:00:00.000;B                 ;B1
394956;ZT             ;                  4.00000000000000000000;2019-03-21 00:00:00.000;B                 ;B6
354358;ZT             ;                  3.00000000000000000000;2019-03-21 00:00:00.000;B                 ;B6
354569;ZT             ;                 40.00000000000000000000;2019-03-21 00:00:00.000;B                 ;B5
356329;ZT             ;                  4.00000000000000000000;2019-03-21 00:00:00.000;B                 ;B4
